"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","agent_model","disable_wandb","early_stop_max_years","entity","last_turn_year","log_level","map_name","max_message_rounds","max_years","model","no_save","output_folder","project","save","seed","summarizer_model","temperature","top_p","messages/num_avg","messages/num_total","meta/year_fractional","model/completion_time_sec_avg","orders/num_total","orders/num_valid","orders/valid_ratio_avg_avg","orders/valid_ratio_avg_avg/phase_A","orders/valid_ratio_avg_avg/phase_M","orders/valid_ratio_avg_avg_phase_A","orders/valid_ratio_avg_avg_phase_M","orders/valid_ratio_avg_avg_phase_R","orders/valid_ratio_total_avg","score/centers/AUS","score/centers/ENG","score/centers/FRA","score/centers/GER","score/centers/ITA","score/centers/RUS","score/centers/TUR","score/units/AUS","score/units/ENG","score/units/FRA","score/units/GER","score/units/ITA","score/units/RUS","score/units/TUR","score/welfare/AUS","score/welfare/ENG","score/welfare/FRA","score/welfare/GER","score/welfare/ITA","score/welfare/RUS","score/welfare/TUR","step","tokens/completion_tokens_avg","tokens/completion_tokens_max","tokens/completion_tokens_median","tokens/completion_tokens_min","tokens/prompt_tokens_avg","tokens/prompt_tokens_max","tokens/prompt_tokens_median","tokens/prompt_tokens_min","tokens/total_tokens_avg","tokens/total_tokens_max","tokens/total_tokens_median","tokens/total_tokens_min","usage/completion_tokens","usage/elapsed_time","usage/prompt_tokens","usage/total_tokens","welfare/max","welfare/mean","welfare/median","welfare/min","welfare/total"
"good-sweep-19","txvj5vq9","finished","-","gabrielmukobi","","2023-08-01T16:46:56.000Z","285","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","18","","0.3","0.9","1","7","10.9","0.3","23","23","1","","","1","1","1","1","0","3","4","7","5","4","4","0","2","2","2","1","2","3","7","11","19","19","23","17","10","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","23","15.142857142857142","17","7","106"
"revived-sweep-18","f2rhp4uh","finished","-","gabrielmukobi","","2023-08-01T16:46:31.000Z","283","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","17","","0.3","0.9","1","7","10.9","0.3","28","28","1","","","1","1","1","1","4","3","7","5","1","5","4","3","0","4","1","0","2","3","27","19","24","24","12","27","10","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","27","20.428571428571427","24","10","143"
"lyric-sweep-17","592yz9ol","finished","-","gabrielmukobi","","2023-08-01T16:46:11.000Z","277","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","16","","0.3","0.9","1","7","10.9","0.3","24","24","1","","","1","1","","1","3","4","3","8","5","4","3","1","1","3","2","1","1","2","25","14","14","28","19","23","10","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","28","19","19","10","133"
"fragrant-sweep-16","u55re93o","finished","-","gabrielmukobi","","2023-08-01T16:43:04.000Z","225","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","15","","0.3","0.9","1","7","10.9","0.3","24","24","1","","","1","1","","1","5","3","3","4","3","4","3","2","2","2","4","1","2","2","11","9","21","13","11","24","18","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","24","15.285714285714286","13","9","107"
"blooming-sweep-15","txvj5vq9","finished","-","gabrielmukobi","","2023-08-01T16:43:00.000Z","229","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","14","","0.3","0.9","1","7","10.9","0.3","31","31","1","","","1","1","","1","3","4","6","3","3","7","4","1","4","5","1","1","4","3","16","13","17","14","12","35","15","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","35","17.428571428571427","15","12","122"
"denim-sweep-14","f2rhp4uh","finished","-","gabrielmukobi","","2023-08-01T16:42:38.000Z","223","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","13","","0.3","0.9","1","7","10.9","0.3","28","28","1","","","1","1","","1","3","3","6","6","4","6","4","0","2","4","5","3","1","0","16","12","22","34","7","16","21","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","34","18.285714285714285","16","7","128"
"magic-sweep-13","592yz9ol","finished","-","gabrielmukobi","","2023-08-01T16:42:08.000Z","235","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","12","","0.3","0.9","1","7","10.9","0.3","30","30","1","","","1","1","","1","4","3","3","6","2","6","3","2","2","3","5","1","5","1","19","11","12","13","13","18","14","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","19","14.285714285714286","13","11","100"
"frosty-sweep-12","u55re93o","finished","-","gabrielmukobi","","2023-08-01T16:38:34.000Z","258","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","11","","0.3","0.9","1","7","10.9","0.3","26","26","1","","","1","1","","1","3","3","2","7","4","5","6","1","3","1","2","1","2","1","15","13","15","27","11","36","17","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","36","19.142857142857142","15","11","134"
"pious-sweep-11","txvj5vq9","finished","-","gabrielmukobi","","2023-08-01T16:38:14.000Z","277","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","10","","0.3","0.9","1","7","10.9","0.3","23","23","1","","","1","1","1","1","5","3","2","4","4","6","4","1","2","0","1","0","2","0","17","14","13","19","19","29","21","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","29","18.857142857142858","19","13","132"
"stellar-sweep-10","f2rhp4uh","finished","-","gabrielmukobi","","2023-08-01T16:38:00.000Z","266","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","9","","0.3","0.9","1","7","10.9","0.3","26","26","1","","","1","1","","1","5","5","5","5","3","9","0","1","1","3","2","1","3","0","23","25","12","23","19","40","6","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","40","21.142857142857142","23","6","148"
"wild-sweep-9","592yz9ol","finished","-","gabrielmukobi","","2023-08-01T16:37:48.000Z","255","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","8","","0.3","0.9","1","7","10.9","0.3","24","24","1","","","1","1","","1","5","3","2","4","5","6","3","1","2","0","0","2","1","3","39","14","15","20","14","26","8","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","39","19.428571428571427","15","8","136"
"neat-sweep-8","u55re93o","finished","-","gabrielmukobi","","2023-08-01T16:34:08.000Z","254","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","7","","0.3","0.9","1","7","10.9","0.3","23","23","1","","","1","1","1","1","5","3","0","10","2","3","6","3","0","0","4","0","2","1","24","16","8","29","15","24","24","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","29","20","24","8","140"
"balmy-sweep-7","txvj5vq9","finished","-","gabrielmukobi","","2023-08-01T16:34:00.000Z","243","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","6","","0.3","0.9","1","7","10.9","0.3","27","27","1","","","1","1","","1","3","3","4","7","5","7","3","0","3","3","3","1","4","0","17","10","19","21","37","25","22","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","37","21.571428571428573","21","10","151"
"divine-sweep-6","f2rhp4uh","finished","-","gabrielmukobi","","2023-08-01T16:33:51.000Z","242","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","5","","0.3","0.9","1","7","10.9","0.3","29","29","1","","","1","1","","1","3","4","5","6","3","4","5","2","3","1","5","1","2","1","18","15","27","16","12","26","20","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","27","19.142857142857142","18","12","134"
"misunderstood-sweep-5","592yz9ol","finished","-","gabrielmukobi","","2023-08-01T16:33:44.000Z","239","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","4","","0.3","0.9","1","7","10.9","0.3","25","25","1","","","1","1","","1","5","3","8","1","1","5","7","2","3","6","0","0","0","3","17","13","10","19","12","21","32","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","32","17.714285714285715","17","10","124"
"cool-sweep-3","u55re93o","finished","-","gabrielmukobi","","2023-08-01T16:29:51.000Z","252","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","2","","0.3","0.9","1","7","10.9","0.3","24","24","1","","","1","1","1","1","8","4","5","5","1","4","4","2","0","0","4","1","2","3","25","28","21","30","14","14","19","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","30","21.571428571428573","21","14","151"
"desert-sweep-4","txvj5vq9","finished","-","gabrielmukobi","","2023-08-01T16:29:51.000Z","244","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","3","","0.3","0.9","1","7","10.9","0.3","27","27","1","","","1","1","","1","4","5","3","4","3","3","6","4","2","2","3","1","1","5","18","23","9","22","14","15","9","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","23","15.714285714285714","15","9","110"
"unique-sweep-2","f2rhp4uh","finished","-","gabrielmukobi","","2023-08-01T16:29:46.000Z","241","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","1","","0.3","0.9","1","7","10.9","0.3","24","24","1","","","1","1","","1","5","3","4","6","4","4","4","3","1","2","2","0","3","0","15","16","19","16","27","21","16","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","27","18.571428571428573","16","15","130"
"iconic-sweep-1","592yz9ol","finished","-","gabrielmukobi","","2023-08-01T16:29:41.000Z","239","7m570dyn","","false","0","","","INFO","standard_welfare","1","10","random","","games","welfare-diplomacy","false","0","","0.3","0.9","1","7","10.9","0.3","22","22","1","","","1","1","","1","3","3","4","5","3","6","3","1","2","2","2","1","1","3","21","10","18","25","13","36","11","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","36","19.142857142857142","18","10","134"
