"Name","agent_model","max_message_rounds","max_years","seed","manual_orders_path","num_super_exploiter_powers","Commit","Created","Runtime","State","Sweep","_progress/hours_remaining","_progress/percent_done","_progress/year_fractional","benchmark/competence_score","benchmark/nash_social_welfare_global_smoothed","model/game_num_completion_errors","meta/year_fractional","ID","Notes","User","Group","Job Type","Tags","Updated","End Time","Hostname","Description","GitHub","GPU Count","GPU Type","center_threshold","device","disable_completion_preface","disable_wandb","early_stop_max_years","exploiter_model","exploiter_powers","exploiter_prompt","fourbit_compute_dtype","log_level","map_name","max_completion_errors","no_press","no_press_policy","no_press_powers","num_exploiter_powers","num_prompt_ablations","output_folder","project","prompt_ablations","save","summarizer_model","super_exploiter_powers","temperature","top_p","unit_threshold","benchmark/nash_social_welfare_baseline","benchmark/nash_social_welfare_baseline_smoothed","benchmark/nash_social_welfare_exploiter","benchmark/nash_social_welfare_exploiter_smoothed","benchmark/nash_social_welfare_global","builds/game_build_ratio","builds/game_builds_avg","builds/game_disbands_avg","builds/phase_build_ratio","builds/phase_builds_num","builds/phase_disbands_num","combat/game_conflicts_avg","combat/game_conflicts_max","combat/game_conflicts_min","combat/game_conflicts_sum","combat/phase_conflicts_num","commands/avg_convoys_num","commands/avg_holds_num","commands/avg_moves_num","commands/avg_moves_ratio","commands/avg_supports_num","commands/avg_supports_ratio","commands/phase_convoy_num","commands/phase_hold_num","commands/phase_move_num","commands/phase_move_ratio","commands/phase_support_num","commands/phase_support_ratio","conquest/centers_owned_num","conquest/centers_owned_ratio","conquest/game_centers_gained_avg","conquest/game_centers_gained_sum","conquest/game_centers_lost_avg","conquest/game_centers_lost_sum","conquest/phase_centers_gained_num","conquest/phase_centers_lost_num","cost/completion_tokens_total","cost/estimated_token_cost_gpt4-usd","cost/prompt_tokens_total","fatal_exception_trace","messages/game_messages_per_completion","messages/game_public_ratio","messages/game_similarity_avg","messages/phase_message_per_completion","messages/phase_messages_total","messages/phase_public_ratio","messages/phase_similarity_avg","model/game_completion_non_error_ratio","model/game_completion_time_sec_avg","model/phase_completion_non_error_ratio","model/phase_completion_time_sec_avg","model/phase_num_completion_errors","orders/game_valid_ratio","orders/phase_total_num","orders/phase_valid_num","orders/phase_valid_ratio","orders/phase_valid_ratio_type_A","orders/phase_valid_ratio_type_M","orders/phase_valid_ratio_type_R","power/baseline_mean","power/baseline_std","power/exploiter_mean","power/exploiter_std","power/global_mean","power/global_std","score/centers/AUS","score/centers/ENG","score/centers/FRA","score/centers/GER","score/centers/ITA","score/centers/RUS","score/centers/TUR","score/units/AUS","score/units/ENG","score/units/FRA","score/units/GER","score/units/ITA","score/units/RUS","score/units/TUR","score/welfare/AUS","score/welfare/ENG","score/welfare/FRA","score/welfare/GER","score/welfare/ITA","score/welfare/RUS","score/welfare/TUR","tokens/completion_tokens_avg","tokens/completion_tokens_max","tokens/completion_tokens_median","tokens/completion_tokens_min","tokens/prompt_tokens_avg","tokens/prompt_tokens_max","tokens/prompt_tokens_median","tokens/prompt_tokens_min","tokens/total_tokens_avg","tokens/total_tokens_max","tokens/total_tokens_median","tokens/total_tokens_min","usage/completion_tokens","usage/elapsed_time","usage/prompt_tokens","usage/total_tokens","welfare/max","welfare/mean","welfare/median","welfare/min","welfare/total","welfare_aggregation/max","welfare_aggregation/mean","welfare_aggregation/median","welfare_aggregation/min","welfare_aggregation/total","welfare_gain/game_avg_avg","welfare_gain/game_max_avg","welfare_gain/game_median_avg","welfare_gain/game_min_avg","welfare_gain/phase_avg","welfare_gain/phase_max","welfare_gain/phase_median","welfare_gain/phase_min"
"Optimal Prosocial v1.1","manual","0","10","0","./experiments/manual_orders/optimal_prosocial.yaml","0","82820e415d0584779d4c56e0c2e4d0e0d2d270fa","2023-09-28T03:38:07.000Z","240","finished","","0","100","10.9","1","4.8431264328538255","0","","q8hd8449","-","gabrielmukobi","","","","2023-09-28T03:42:07.000Z","2023-09-28T03:42:07.000Z","LAPTOP-7LEPGBVL","","https://github.com/mukobi/welfare-diplomacy/tree/82820e415d0584779d4c56e0c2e4d0e0d2d270fa","1","NVIDIA GeForce RTX 3070 Ti Laptop GPU","10","auto","false","false","0","","","","32","INFO","standard_welfare","30","false","0","","0","0","games","welfare-diplomacy-v3","","false","passthrough","","1","0.9","10","","","","","4.843125429634987","0","0","2.2","","0","0","0","0","0","0","0","0","1.15","1.05","0.4772727272727273","0","0","0","0","0","","0","","34","1","1.2","12","0","0","0","0","0","0","0","","0","","","0","0","","","1","0.30000000000000004","1","0.3","0","1","0","0","","","","","","","","","2.4285714285714284","0.1749635530559413","5","5","5","5","4","5","5","0","0","0","0","0","0","0","50","50","50","50","40","50","50","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","50","48.57142857142857","50","40","340","4.857142857142856","5","5","4","4.857142857142857","5","5","4"
